index,product,category,sub_category,brand,sale_price,market_price,type,rating,description,rating_clean
11833,Sunny Lemony Tea,Beverages,Tea,Eco Valley ,148.75,175.0,Leaf & Dust Tea,4.5,"Certified organic, staple-free tea bags, zero Calories. Tea is one of the best ways to stay fresh and stay up. Tea is not just a beverage but a health drink and regular consumption of tea in moderation will only add to the years of life and longevity. Something interesting is always cooking at Weikfield and what better than having our range of teas.",4.5
11915,Juice - Litchi Luscious,Beverages,Fruit Juices & Drinks,B Natural,229.68,330.0,Juices,,"B Natural Mixed Fruit Juice is prepared with the greatest quality fruits to ensure consistency. It is prepared from the decency of Organic fruit. Experience the delicious taste of fruit beverages from ITC's B Natural juice packed with nutrition and freshness that will give you a delightful treat. The entire range of B Natural is crafted from Indian Fruits. The entire range of B Natural is crafted from Indian Fruits and Not From Concentrate. The process of developing B Natural does not use the additional step of concentration, which involves heating of juice/pulp to remove water content, which may lead to loss of fruit nutrients in the form of antioxidants, like Vitamin C.",
11929,Tea,Beverages,Tea,Tata Tea Kanan Devan,132.0,158.0,Leaf & Dust Tea,4.1,Tata Tea Kanan Devan offers a strong cup of tea.,4.1
11974,Care Tea,Beverages,Tea,Tata Tea Gold,222.0,295.0,Leaf & Dust Tea,4.2,"At the heart of Tata Tea Gold Care is our commitment to offer you an exquisite tea blend that combines the rich taste of the fine valley-grown teas with the goodness of five natural ingredients. The tea has ingredients like tulsi that is known to improve the body’s immunity, ginger known to be good for the common cold and cough, Brahmi is known to help improve memory, cardamom known to help with digestion and mulethi is known to be good for sore throat. With a taste so irresistible, this tea will leave you longing for more. Tata Tea Gold Care- Enjoy goodness in every cup!",4.2
11977,Non-Alcoholic Beer Bottle - Malt Flavour,Beverages,Energy & Soft Drinks,Barbican ,99.0,99.0,Non Alcoholic Drinks,5.0,"Barbican is an alcohol-free beer with the refreshing soft and authentic taste of malt body resulting in brewing a great-tasting 0.0% alcohol beer. Barbican is made with the finest ingredients for a delicious taste. It's aromatic and the sparkling clean raspberry taste is perfect to refresh yourself in style. Popular among the youth, Barbican is one of the leading malt beverage brands in Saudi Arabia and is also produced in the UAE.It is a delicious and wonderfully refreshing malt beverage, as it is crafted with the finest ingredients. Along with being alcohol-free, easy to use and carry,",5.0
12015,Golden Milk Powder With Curcumin - Organic Turmeric Ashwagandha Latte Mix Superfood,Beverages,Tea,VAHDAM,279.3,399.0,Exotic & Flavoured Tea,4.3,"Our 100% Organic Turmeric Ashwagandha latte mix brings you the healing and restoring powers of two traditional Ayurvedic ingredients revered for more than 5000 years. The earthy bitter taste of turmeric is balanced by the sweet delicate notes of Ashwagandha traveling throughout the cup. Ginger lends the subtle note of astringency which is countered by the spring-like freshness of mint. Stevia lends the natural zero-calorie sweetness to the mix. Black pepper adds a spicy note to the cup while increasing the absorption of turmeric’s active ingredient - Curcumin. All in all, a subtly spiced earthy latte to sail through the day! Simply add this to your preferred variant of nut milk or low-fat dairy milk to relish a creamy sweet cup of natural goodness.",4.3
12024,Thickest Mango Drink,Beverages,Fruit Juices & Drinks,Slice,43.34,65.0,Juices,,"India and mangoes go a long way. A fruit so succulent, so sweet and so desired, that Indians waited impatiently for the seasons to turn and bring them closer to their beloved fruit. Keeping this fascination of mangoes we present you Slice which is a refreshing Mango Drink which celebrates the taste of mangoes! Tropicana's fruit expertise and Slices taste perfection have come together and Slice is now Tropicana Slice.",
12067,Tea Bags Assorted Selection - 15 Variety,Beverages,Tea,VAHDAM,225.0,225.0,Tea Bags,4.3,"A tropical potpourri of our in-house blends that boast enriching flavours and the most exquisite aromas. Tastefully handpicked. The best flavours have been handpicked and put together in a pack to make it a special experinece. Tea Bags Assorted Selection has 15 varieties of tea bags, making it an appropriate gifting option.",4.3
12114,Women's Plus Caramel,Beverages,"Health Drink, Supplement",Horlicks,269.0,299.0,Men & Women,4.3,"This Women's Horlicks Health & Nutrition Drink is specialized nutrition for women. It contains nutrients important for bone health. Women's Horlicks contains 100% RDA of Calcium for strong bones. Also, it contains 100% RDA of Vitamin D for calcium absorption.",4.3
12115,Tea - Classic,Beverages,Tea,Tata Tea Kanan Devan,262.8,292.0,Leaf & Dust Tea,3.7,Tata Tea Kanan Devan offers a strong cup of tea.,3.7
12173,"Coffee - Pure Filter, 100 % Coffee, 0% Chicory",Beverages,Coffee,Sidapur,540.0,540.0,Ground Coffee,3.7,"This coffee, shade-grown under giant Rose Wood, Wild Fig and Jack Fruit trees, is hand picked and meticulously processed to highlight the flavorful intrinsic notes latent in each bean. Sidapur - Pure Filter Coffee is a delectable heirloom from the House of Ramapuram, that unfolds a brew of strength, flavour and fine taste with a lingering finish of caramel notes.",3.7
12174,Nutrition & Health Drink - Kesar Badam,Beverages,"Health Drink, Supplement",Complan,125.0,125.0,Kids (5+Yrs),4.3,"Complan is a scientifically developed nutrition and health drink with clinically proven formula to give kids’ 2 times faster growth. This milk protein-based formula also supports immune function, helps brain development & functioning. Serve Complan to your kid two times a day as part of their daily balanced diet and help your children grow 2 times faster. Available in 4 delicious flavours - Royale Chocolate, Creamy Classic, Kesar Badam and Pista Badam.Complan is a nutrition and health drink with clinically proven formula to deliver 2 times faster growthContains 100% First Class ProteinContains 34 Vital NutrientsNutrients like Vitamin A, E &C supports immune functionNutrients like Iodine, Iron, Vitamin B12 and Folic Acid helps Brain development and it’s functioningNutrients like Sodium, Potassium & Chloride maintains fluid balance in the bodyCan be consumed with milk or water",4.3
12195,Nutritional Powder - Premium Chocolate,Beverages,"Health Drink, Supplement",Pediasure,1160.0,1160.0,Children (2-5 Yrs),4.2,"PediaSure is a science-based nutritional supplement that provides complete, balanced nutrition for children from age 2 to 10 - those special years of rapid growth and mental development. When consumed in proper amounts, PediaSure is scientifically formulated to provide 100% of the energy, vitamins and minerals, and a balance of protein, fats, and carbohydrates that children require for growth and health.",4.2
12223,Tea,Beverages,Tea,Taj Mahal,200.0,200.0,Tea Bags,4.2,"50 Glorious years of Excellence
When the history of Tea is written down, 1966 will be a celebrated Chapter. For in that year, Brooke Bond Taj Mahal Tea was born, with a promise - To foster excellence in each Cup. Fifty years on, we have not forgotten that promise. Ordinary teas usually provide either strength of just flavour. However, Only Brooke Bond Taj Mahal Tea contains the precious essence of the Finest fresh tea leaves, giving you the perfect balance of strength and flavour. A flavour, which can only be matched by the exquisite melodies composed by the maestros who have been our ambassadors over the decades.
Rigour in Selection and Blending, the tea from every tea estate has its own taste - because of its terroir, pluck and flush. How then do we turn it all into the unique 'Taj' experience for our customers - year after year? Enter our master tasters and blenders, and their traditions, built over many years. It takes millions of tastings and years of experience to be a taster for Taj Mahal Tea. The brew is golden-orange in colour, has a rich taste and an uplifting aroma. So go ahead, savour the flavour of this historic blend, and enjoy the perfect taste of this priceless cup of tea and exclaim- Wah Taj!",4.2
12352,Instant Drink Mix - Orange,Beverages,Fruit Juices & Drinks,Tang,198.0,220.0,Syrups & Concentrates,4.4,"Tang comes in refreshing Orange flavor. Keep everyone refreshed this summer with Tang and its great fruit taste with the goodness of vitamins A, B, C and Iron. A glass (approximately 180ml) of Tang gives your child 60% of Vitamin C required for the entire day.",4.4
12377,"Coffee - Powder, Pure Filter, Nova Therm",Beverages,Coffee,Cothas Coffee,280.0,280.0,Ground Coffee,4.1,"Made with an innovative thermal manufacturing process to long retain maximum aroma, Nova Therm offers the purest taste of coffee in our range, being devoid of any chicory.",4.1
12402,Thums Up,Beverages,Energy & Soft Drinks,Thums Up,160.0,160.0,Cold Drinks,4.3,"Stylish and power-packed, if you've tasted the thunder, you would sure have it no other way. If you haven't yet, you can too ride the epic wave of excitement and adventure with your own Thums Up thunder in a can. The strong taste of Thums Up drink is perfect for when you really want to taste the thunder and bring out the toofani side of yours. Unleash the thunder when you’re on the go with a Thums up drink can in your hand. Whether you’re grabbing a bite or in need of a strong cold drink as you travel, this strong cola is sure to refuel you on almost any mundane day. Thums Up is among the largest selling soft drinks in the country and has been a favourite among the adventure-inclined youngsters for several decades.",4.3
12414,Squash - Kokum Kadi,Beverages,Fruit Juices & Drinks,NaturoBell,110.0,110.0,Syrups & Concentrates,5.0,,5.0
12463,Organic Tulsi Ginger Herbal Infusion Tea Bag,Beverages,Tea,24 Mantra,102.0,170.0,Tea Bags,4.0,"Tulsi Ginger tea bag contains polyphenols, which include flavanols, flavandiols, flavonoids, and phenolic acids. The major flavonoids of tulsi ginger tea are various catechins, which are found in greater amounts in green tea than in black or Oolong tea. Our 24 Mantra Organic Tulsi Ginger Herbal Infusion Tea is of premium quality.",4.0
12466,Lemon Tea Flavoured Syrup,Beverages,Fruit Juices & Drinks,DaVinci Gourmet,645.0,645.0,Syrups & Concentrates,,"This can be used to make delicious Lemon ice teas for a house party and for our loved ones. At DaVinci Gourmet we drive beverage innovation through the Art and Craft of Beverage making, ingrained in the Science of ingredients and technology. We believe that every individual is unique and deserve the best to Be Your Own Artist. Our aim for this store is to curate the best tools and equipment for you to hone your craft and create the world-class beverage experiences for your café, bar or restaurant. You are the Artist, We are your Palette.",
12474,Chocolate Health Drink - 5 Star Magic,Beverages,"Health Drink, Supplement",Bournvita,292.5,325.0,Kids (5+Yrs),4.3,"Cadbury Bournvita is a nutrition brand with a 70 year legacy in India. Cadbury Bournvita is a health food drink with inner strength formula which has nutrients that support - Immune system(8 immunity nutrients), Strong bones (Vitamin D, Phosphorous), Strong muscles (Protein, Vitamin D) and Active Brain(Iron, Iodine, Vitamin B2, Vitamin B12).",4.3
12475,Coconut Water - 100% Natural With No Added Sugar,Beverages,Fruit Juices & Drinks,Storia,300.0,300.0,Juices,,"Refreshing, cool and the perfect thirst quencher, that's Storia Coconut Water in a nutshell. This delicious drink is rich in potassium and contains no preservatives, no added sugar or added flavour. Take a sip and you'll know that it's packed with love by nature.",
12504,Organic Cardamom Masala Long Leaf Chai Tea,Beverages,Tea,VAHDAM,140.0,200.0,Leaf & Dust Tea,4.2,"A classic version of the much popular Indian Masala Chai which will become an instant favourite for you. We source the most premium and high-grade CTC black tea from the splendid misty gardens of Assam, which is then blended with pure, organic cardamom, procured from the Southern state of Kerala which is known to produce some of the best cardamoms in the world. With this signature blend, we bring to you a smooth and robust liquor with the subtle sweetness of the cardamom in every sip. Simply add a dash of milk and sugar to make a delectable cup of chai. It can be brewed hot and also, like ice tea.",4.2
12514,"Radler - Non Alcoholic Malt Drink, Ginger & Lime",Beverages,Energy & Soft Drinks,Kingfisher,59.5,70.0,Non Alcoholic Drinks,4.0,"Kingfisher Radler is a refreshing, carbonated non-alcoholic drink but the word Radler has its origin in Germany. Originally Radlers are alcoholic but with preferences shifting and new lifestyle need of adult consumers, it took a path of low to no alcohol recipe.Kingfisher Radler has been crafted with utmost care keeping in mind a balance of Indian taste palette and their lifestyle needs. Natural ingredients like refreshing lemon juice and the natural lemon flavour are at the heart of all three variants currently launched under Kingfisher Radler. Along with that reduced percentage of natural sugar and high quality of brewed malt gives the final form to the product.Total calorie consumed will be 96 Kcal for a 300 ml can, which is 30% less than any popular carbonated soft drinks currently in the Indian market due to 30% less sugar content, keeping in mind the health-conscious young adults. This product is a 100% natural blend of fresh mint, a dash of lemon and a unique flavour of barley malts.",4.0
12538,"Nutritional Powder - Complete & Balanced, Vanilla Delight",Beverages,"Health Drink, Supplement",Pediasure,975.0,975.0,Children (2-5 Yrs),4.1,"Pediasure Vanilla Delight Nutritional Powder Supplements Perform As An Alternate For The Failure Of Nutrients That The Body Needs For A Balanced Nutrition. Pedia Sure Contains The Ideal Amount Of The Macro And Micro Nutrients Needed To Be Packed Up Because Of Unhealthy Habits Or Otherwise Not Gained Due To Modifying Eating Habits. It Appears In A Vanilla Flavor That Includes To The Taste Of The Supplement, And Children Are Tired To The Taste And Sweet Smell Creating The Drink Irresistible. It Includes All The Required Nutrients, Proteins, Vitamins And Calcium That Your Child Needs And It Is The Most Excellent Replacement For Aiding Them In Their Growth And Development.",4.1
12548,"Drink - 7 Power Herbs, Delicious Strawberry",Beverages,"Health Drink, Supplement",Ojasvita,225.0,225.0,Kids (5+Yrs),4.5,"Ojasvita Your new Taste! Change the taste, Taste the change often what's tasty is not healthy and what's healthy is not tasty, Ojasvita is the ultimate combination of good health and great taste, Ojasvita's 7 power Herbs take care of your daily mental fitness needs, while its awesome new taste delights you, Enjoy Ojasvita today, Ojasvita also make for a great toppings on ice creams breakfast cereal, Milk, Curds and pancake for mouth watering.",4.5
12559,Noni Juice,Beverages,Fruit Juices & Drinks,Kapiva Ayurveda,540.0,600.0,Juices,,Kapiva Noni Juice comes from the coasts of Southern India. We add garcinia & ashwagandha to this to make sure the nutrients get absorbed better. The result is an all-around tonic with an abundance of vitamins and minerals along with other phytonutrients beneficial to health.,
12614,"Non-Alcoholic Beer Can - Malt Beverage, Strawberry Flavour",Beverages,Energy & Soft Drinks,Barbican ,49.0,49.0,Non Alcoholic Drinks,,"A Strawberry flavoured (non-alcoholic) malt beverage. Barbican is made with the finest ingredients for a delicious taste. It's aromatic and the sparkling clean strawberry taste is perfect to refresh yourself in style. Popular among the youth, Barbican is one of the leading malt beverage brands in Saudi Arabia and is also produced in the UAE. Barbican is an alcohol-free beer with refreshing and fruity notes with a soft malty body resulting in brewing a great-tasting 0.0% alcohol beer.Benefits: It is a delicious and wonderfully refreshing malt beverage, as it is crafted with the finest ingredients. Along with being alcohol-free, easy to use and carry, it has a unique refreshing strawberry flavoured and is very easy to use as it comes in a can.",
12667,Speciale Coffee,Beverages,Coffee,Continental,140.0,150.0,Instant Coffee,4.0,"Continental Seciale is 100% pure, instant, soluble coffee processed from carefully selected plantation Arabica and washed Robusta beans blended to perfection for complete satisfaction instantly. This flavour is made out of hand-picked, natural and pure coffee beans that make every morning a special affair. Continental Speciale could be your everyday morning cup of joy. With 100% coffee and nothing coming in its way, Continental Speciale is here to bring you the classic richness and taste of coffee.",4.0
12682,Light - Apple Juice Based Drink,Beverages,Energy & Soft Drinks,Appy Fizz,280.0,280.0,Cold Drinks,4.9,"Feel the Fizz Appy Fizz is India’s first-ever sparkling drink. Appy Fizz created the category of Fruit plus Fizz drink and still the market leader in the category. Bubbly, sweet, and tangy, it is the best fizzy drink you can ever have.",4.9
12697,Health & Nutrition Drink - Classic Malt,Beverages,"Health Drink, Supplement",Horlicks,111.0,111.0,Kids (5+Yrs),4.3,"Health Drink that has nutrients to support immunity.Horlicks is Clinically proven to improve 5 signs of growth. Clinically proven to make kids Taller, Stronger & Sharper. Scientifically proven to improve Power of Milk",4.3
12706,"Non-Alcoholic Beer Bottle - Malt Beverage, Strawberry Flavour",Beverages,Energy & Soft Drinks,Barbican ,99.0,99.0,Non Alcoholic Drinks,,"A strawberry flavoured (non-alcoholic) malt beverage. Barbican is made with the finest ingredients for a delicious taste. It's aromatic and the sparkling clean strawberry taste is perfect to refresh yourself in style. Popular among the youth, Barbican is one of the leading malt beverage brands in Saudi Arabia and is also produced in the UAE. Barbican is an alcohol-free beer with refreshing and fruity notes with a soft malty body resulting in brewing a great-tasting 0.0% alcohol beer.Benefits: It is a delicious and wonderfully refreshing malt beverage, as it is crafted with the finest ingredients. Along with being alcohol-free, easy to use and carry, it has a unique refreshing strawberry flavoured.",
12708,Natural Hangover & Liver Detox Drink - Cinnamon,Beverages,Energy & Soft Drinks,Morning Fresh,62.5,125.0,Sports & Energy Drinks,,"Designed to detox your body after a night out, Morning Fresh is meant to be taken as your last drink of the night. Completely natural, it contains no caffeine and zero added sugars. Each bottle is 60ml which is the optimum dosage. This product is aimed to help you stay on your A-game and wake up ready to #DoMORE evening after a crazy night out.",
12739,Fruit Medley Green Leaf Tea,Beverages,Tea,FabBox,201.0,201.0,Leaf & Dust Tea,,"Go grab this one! The recipe for a perfectly crafted fruit tea is simple: we start with the finest herbal, green tea leaves and add the essence of ripe fruits to make flavoured tea blends you’ll crave. Smooth and refreshing with a light golden colour and a mild taste. This sencha-style tea is a natural source of antioxidants.PS: Our Green Tea has a whole tea leaf and not a blended version of it. We believe in purity and hence we put real fruit pieces and spices vs the typical artificial flavouring.Flavours:Antioxidant-richNo artificial flavours are usedInduces sleepAids digestion",
12809,Energy Drink,Beverages,Energy & Soft Drinks,Red Bull,115.0,115.0,Sports & Energy Drinks,4.3,"RED BULL GIVES YOU WINGS In 1987, Red Bull not only launched a completely new product, but it also created a whole new product category — energy drinks. From day one, Red Bull has been giving wings to people and ideas, setting many milestones in sports and culture. When To Drink Red Bull is appreciated worldwide by top athletes, busy professionals, university students and travellers on long journeys.
What's Inside The Can Caffeine: Caffeine was already known by ancient civilisations. They consumed it from natural sources like tea, coffee, cacao beans and cola nuts and appreciated its stimulating effects on the human body.
Taurine: Taurine is an amino acid, naturally occurring in the human body and present in the daily diet. It is involved in a wide range of biological processes.
B-group vitamins: Vitamins are essential micronutrients that are required for maintaining normal body functions. B-group vitamins play an important role in energy metabolisms, such as the build-up and breakdown of carbohydrates and protein. Sugars: Red Bull Energy Drink is made with sugar sourced from sugar beets.
Alpine Water: Naturally, water is the main ingredient of Red Bull. Sustainability Red Bull is very aware of its environmental responsibility and is constantly striving for improvement. Red Bull has made a conscious decision to use 100% recyclable aluminium cans, and we developed our Red Bull Coolers which use up to 45% less energy than conventional fridges.",4.3
12817,Chikmagaluru's Aroma Fresh Filter Coffee Decoction,Beverages,Coffee,RISE UP ,120.0,120.0,Instant Coffee,4.0,"Rise up aroma fresh presents filter coffee decoction concentrate especially for those who really love coffee and give them a sensuous experience. This decoction is a blend of 75% coffee, 25% extra strong chicory using 100% the german machinery to roast and grind.",4.0
12838,Sparkling Water - Club Soda,Beverages,Energy & Soft Drinks,Kinley,20.0,20.0,Soda & Cocktail Mix,4.2,"When it comes to safety and assurance of quality, Kinley soda water is the go-to choice. Launched in 2002, the bubbly zing of Kinley soda makes a perfect mixer for your mocktails and is the perfect companion to your imagination with the extra punch!
This Coca-Cola product goes through an intensive 10 Step filtration method before reaching you. The consistency and purity of the carbonated water is maintained using processes including disinfection, micron filtration, Reverse Osmosis, and mineral dozing besides other rigorous filtration procedures. Also containing added minerals, Kinley can be always trusted on.",4.2
12891,Soda - The Club,Beverages,Energy & Soft Drinks,Bisleri ,18.0,18.0,Soda & Cocktail Mix,4.2,Bisleri Soda - The Club 600 ml,4.2
12963,Nilgiri Black Tea - Hozo Orange Pekoe,Beverages,Tea,Teamonk,142.5,285.0,Exotic & Flavoured Tea,5.0,"Hozo, meaning hidden treasure in Zen philosophy, is one of those rare luxuries available to you in a teacup. This long, wiry black leaf tea unfolds beautifully in your kettle to yield a light orange yellow liquor, with a subtle sweet flavour. It is peerless in its taste, aroma and the experience it delivers to your body and mind.",5.0
12993,Spyci  - Masala Maar Ke,Beverages,Energy & Soft Drinks,Bisleri ,20.0,20.0,Cold Drinks,3.4,Do your taste-buds feel slightly mischievous and experimental? Heading out for a party? Spice things up with Spicy! Give them a twisted treat with Spicy - a drink that not only satisfies your cola cravings but also has an extended spicy flavour.,3.4
13032,Tea - Premium Good Morning,Beverages,Tea,Wagh Bakri,165.0,165.0,Leaf & Dust Tea,4.2,"Good Morning Premium Tea is favored by connoisseurs as one of the premium mixes of tea. The mix had been prepared by Wagh Bakri's expert tea tasters and assures a rich blend of aroma, flavor, color, taste and strength.",4.2
13087,Organic Mulberry Wellness Drink - Green Apple,Beverages,Tea,Sericha,60.0,120.0,Tea Bags,3.6,"This is an organic mulberry leaf wellness drink that helps flush out toxins and maintain a healthy lifestyle. Mulberry is a superfood that is known for its properties to reduce blood pressure, blood sugar, cholesterol and aid in digestion among other health benefits.",3.6
13107,Nilgiris Green Teabags - Koen Organic Rose,Beverages,Tea,Teamonk,250.0,500.0,Tea Bags,3.3,"Imagine an infinite bouquet and let its vastness envelop you in its entirety. This is what a cup of Koen Rose Green Tea feels like. The ethereal aroma of pure roses, combined with the subtlety of green tea from Nilgiris transports you to an infinite feel, both floral, and exquisite, just like its name Koen, meaning 'infinity' in Zen terms. Not every day you pensively get transported to a world where you can be surrounded by the beauty of roses, while you sip a cup of your favourite beverage. Our Koen Rose Green Teabag does just that, while you sit in the luxury of your home. The finest green tea from Nilgiris is mixed with rose petals by master tea workers who treat the tea with as much care and gentleness as possible.",3.3
13154,Relaxing Organic Night Time Tea,Beverages,Tea,Typhoo,189.0,210.0,Tea Bags,4.1,"This Night Time Tea is a unique combination of 100% organic ingredients for restful sleep. Chamomile for calming, spearmint and rose to unwind nerves, fennel and nettle to digest and give a perfect night time cup. This caffeine-free herbal tea balanced by our master blenders for functionality.",4.1
13265,Fruit Power Juice - Apple,Beverages,Fruit Juices & Drinks,Real,244.8,315.0,Juices,,Real Fruit Power Apple provides the goodness of the apple fruit and no preservatives. The beverage is packed with energy and nutrients.,
13296,Real Tulsi Leaves With Green Tea,Beverages,Tea,Tata Tea,135.72,174.0,Green Tea,4.1,"Tulsi has been an integral part of Indian tradition and is commonly known for its healing nature. Tata Tea Tulsi Green with an amazing combination of tulsi leaves and green tea is known to improve immunity, lead to better digestion, and have a calming effect on you. Now enjoy the benefits of tulsi in a reviving cup of tea. With no added flavors and preservatives, you can have Tulsi tea at any time of the day. Take a sip and feel refreshed!
How To Use: Make a perfectly hot cup. Heat 100ml of water until it begins to bubble at 80 °C. Do not boil. Add a teaspoon (1.5g) of the Tulsi Green Tea leaves per cup. Cover and brew for 2-3 minutes. Strain leaves and pour tea into a cup. Best consumed without milk and sugar.",4.1
13300,PCOS Green Tea - Kashmiri Kahwa,Beverages,Tea,&Me,330.0,330.0,Green Tea,4.7,"PCOS Tea for Regular Periods, Weight Management, Hormonal Balance (Kashmiri Kahwa, 14 tea bags) is world’s 1st fortified PCOS Tea. Immerse yourself in the soothing, flavourful and aromatic Kashmiri Kahwa Green Tea for everyday cuppa health! A unique chemical-free blend of 5 ayurvedic herbs (Garcinia, Ashwagandha, Shatavari, Ashoka, Turmeric) and 14 vitamins/minerals including vitamin C, vitamin B12, vitamin D. -Freshly preserved in biodegradable tea bags, they are packed in nitrogen-filled tea pouches. It has no sugar, no alcohol, no preservative, no artificial colour or flavour, is 100% vegetarian, and has less than 80 calories in a bottle, we promise! It follows recommended standards by FSSAI, WHO, NCBI.",4.7
13307,Organics Green Tea With Mint,Beverages,Tea,18 Herbs,100.0,100.0,Green Tea,3.3,"18 herbs premium green tea with mint is considered to be the best antioxidant beverage. 18Herbs premium green tea with mint is produced by a special process ensuring maximum retention of catechins, a prime source of the desired antioxidant properties. Green tea with mint can benefit your health and potentiate your weight-loss efforts as well.",3.3
13325,"Tea - Black, Kadak CTC",Beverages,Tea,Octavius,390.0,390.0,Leaf & Dust Tea,1.0,"The magnificent Octavius tea is an artisan tea, which is a result of hard work that begins from a farmer who collects the leaves and ends, the moment you sip it. The tea has a delightful aroma making it the perfect breakfast tea, that will awaken your senses and help you start your day on the right note.",1.0
13348,Black Tea - Classic English Breakfast Loose Leaf,Beverages,Tea,VAHDAM,699.3,999.0,Leaf & Dust Tea,4.9,"Popularised in Indian by the British monarchy, our Classic English Breakfast tea brings together the finest bounties from the divine region of Assam in India. A curated combination of robust, full-bodied, and flavourful Assam black teas makes for a bold breakfast cuppa! The dark black leaves are interspersed with beautiful golden tips. The bright, reddish liquor is rich, full-bodied, and is characteristically malty with hints of caramel and cocoa. It also has a soothing woody aroma with a whiff of chocolate. Truly regal and energising.",4.9
13349,Masala - Golgappa Pani,Beverages,Fruit Juices & Drinks,Morton,45.0,45.0,Juices,,"Green Mango (40%), Water (25%), Sugar (20%), Common Salt (7%), Mint Leaves, Acidity Regulator (E330), Spices and Condiments",
13369,Rooibos Herbal Teabags,Beverages,Tea,Teamonk,375.0,750.0,Tea Bags,4.4,"Naturally organic and pure, our Rooibos tea is a herbal beverage grown in Cederberg, a small mountainous area in South Africa. Its zero caffeine makes it the perfect way to detox, with a taste that's nutty, fruity and grassy. The leaves of the Fabaceae plant undergo oxidation leading to its distinctive reddish-brown colour and enhanced flavour.",4.4
13411,Green Tea - Lemon Grass,Beverages,Tea,Typhoo,163.0,195.0,Green Tea,3.9,"Typhoo has created a distinctive blend of premium antioxidant rich Green Tea infused with the tingling freshness of the lemongrass. Enjoy the goodness of Green Tea infused with the intriguing herbal, lemony aroma of the lemongrass one sip at a time, one cup at time.",3.9
13419,Drink - Fresh 'N' Juicy Mango,Beverages,Fruit Juices & Drinks,Frooti,122.4,136.0,Juices,,Frooti Drink is completed of new juicy mangoes giving you a flavor that will remind you of the actual fruit. It is the most trusted fruit beverage brand. It portrays a humorous child-like image.,
13433,Tea - Golden Leaf,Beverages,Tea,Tata Tea Kanan Devan,220.0,250.0,Leaf & Dust Tea,4.2,Tata Tea Kanan Devan offers a strong cup of tea.,4.2
13452,Green Tea Bags,Beverages,Tea,Golden Tips,130.0,130.0,Green Tea,4.2,A premium handpicked green tea from the pristine hills of Darjeeling in India. This non-fermented tea is rich in natural antioxidants and flavonoids. A delicious beverage with multiple health benefits.,4.2
13473,Tea,Beverages,Tea,Taj Mahal,648.0,720.0,Leaf & Dust Tea,4.2,50 Glorious years of Excellence,4.2
13514,Green Tea,Beverages,Tea,Organic Tattva,152.0,160.0,Tea Bags,3.5,"Being completely natural, Organic Green Tea leaves retain their original green colour and other constituent minerals. Organic Green Tea is best known for its fresh fragrance and soothing properties.",3.5
13537,Green Tea - Organic Tulsi Ginger Long Leaf,Beverages,Tea,VAHDAM,225.0,225.0,Tea Bags,4.8,"Our blender’s favorite, this detox green tea is also a friend to your immunity, strengthening and nourishing your body with the goodness of high-grown Himalayan green tea, healing Tulsi (Holy Basil), soothing Ginger, and the goodness of Amla. The cup has a pale yellow medium-bodied liquor that starts off with sweet and spicy notes of Tulsi. The middle is marked with spicy flavors of Ginger that travel throughout the cup.",4.8
13593,Earl Grey Tea,Beverages,Tea,Tetley,260.0,260.0,Tea Bags,4.0,Tetley Black Tea with natural earl grey flavour,4.0
13633,Organic Green Tea,Beverages,Tea,24 Mantra,102.0,170.0,Leaf & Dust Tea,4.2,"Tea or ""Chai"" is one of the most popular beverages consumed worldwide. Tea is consumed in different parts of the world as oragnic green tea, black, or Oolong tea. Among these, organic green tea bag is the one which has been reported to have the most significant effects on human health. Our 24 Mantra Organic Green Tea bag is of premium quality and sourced from the highest altitudes of Nilgiri Hills.",4.2
13641,Organic Tulsi Ginger Tea,Beverages,Tea,24 Mantra,95.0,95.0,Leaf & Dust Tea,3.8,"Tea or ""Chai"" is one of the most popular beverages consumed worldwide. Tea is consumed in different parts of the world as green, black, or Oolong tea. Among these, Tulsi Ginger tea is the one which has been reported to have the most significant effects on human health. Our 24 Mantra Organic Tulsi Ginger Tea is of premium quality and sourced from the highest altitudes of Nilgiri Hills.",3.8
13670,Beverage Mix-Glucose Base Orange Flavor 200G+Nimbu Pani Flavor 200G Get 50G Free,Beverages,"Health Drink, Supplement",Glucon-D,140.0,140.0,"Glucose Powder, Tablets",,"Summers can be daunting but thank god there is Glucon-D! It contains glucose that helps replenish body glucose for an instant energy boost. Enriched with Vitamin-C and Minerals, including Calcium and Phosphorus, this glucose drink helps you fight tiredness. Also, added Tangy Orange flavour makes it loved by everyone. Add Glucon-D to a glass of water every day to provide growing active children with the energy that keeps them going and adults, refreshment after a long day.Glucon-D's refreshing Nimbu Pani flavour gives the drink a tasty twist which is more interesting for kids to drink. It is a quick source of energy to fight tiredness in summer. This drink contains glucose, minerals, vitamin C & sucrose.Note: Fruits are for creative depiction. Glucon-D does not contain fruits.",
